policy_number,fraud_reported
698589,0.56459814
287489,0.33265087
211578,0.0033468953
807369,0.005972132
830878,0.00018799127
265093,0.00015654528
760700,0.0012439886
447226,0.0004905744
695117,0.00043185623
247116,0.00011848118
818167,0.003979294
650026,0.00017788025
797634,0.74996597
488724,2.5790876e-05
932502,5.169119e-05
155604,0.18587528
505316,0.0018865357
774303,0.0071899304
390256,0.04449023
700074,0.0038351517
903785,0.0006293836
620855,0.007423055
219028,0.39950454
913464,7.523508e-05
398484,0.0021122594
913337,0.9972379
421940,0.006870571
836272,0.0016955538
215534,0.16022266
205134,5.5259537e-05
538466,0.5456271
918629,0.0022852633
804219,0.986342
606037,0.0007484872
113516,9.013321e-05
434507,0.48558652
212674,0.99989843
607259,0.00038085182
804751,0.003965318
283052,0.00033424958
127754,0.28248048
133889,0.015307425
646069,0.002095874
448961,0.00012676085
319232,0.16703036
411477,0.0025075544
154982,0.0005859472
139872,0.001098291
146138,0.9787254
645723,3.7759255e-05
649800,8.833189e-05
379882,0.0025232695
253085,0.008021565
283414,0.08469575
500639,0.8673068
498759,0.015573182
182953,0.0012357404
473338,0.50956345
345539,0.0023494924
638155,0.99902713
793948,0.0004111079
586104,0.0013274931
230223,0.00018079384
287436,0.5580804
630998,0.050061975
438817,0.008356256
440616,0.82358104
795004,0.9894512
653864,0.19161242
596785,0.0007395116
756054,0.00020289214
930032,0.00053711253
666333,0.6927366
386690,0.29159996
961496,9.042988e-05
326180,0.000920807
990493,0.0005309747
662088,0.00067763164
686522,0.9194738
805806,0.02916067
636550,0.0018550651
159768,0.0010681368
605100,0.99574846
369781,0.0072205374
944537,2.7974984e-05
648397,1.8824527e-05
868031,0.0036709043
247801,0.0018065168
830414,0.09860259
155724,0.50835705
681486,0.0033345101
516959,0.44183198
385932,0.9980685
907113,9.176776e-06
795847,0.0007680624
555374,0.008020472
238412,0.50829667
921202,5.666466e-05
243226,0.018905368
990998,0.0008730395
722747,0.0051597403
963761,0.94609404
168260,0.0013629068
842618,0.000818049
657045,0.002926793
311783,0.0056855697
621756,0.19539304
528385,0.15441987
654974,0.0010459706
435784,0.024517516
918037,0.012705147
534982,0.024568522
744557,0.0011686896
223404,5.278117e-05
167231,7.48433e-05
743163,0.10817655
457188,0.122281946
159243,0.0005112099
889764,0.9271987
299796,0.0055858097
543610,0.0023470593
553565,0.0066269124
182450,0.98149854
616337,0.774122
842643,0.2010334
586367,0.97218907
776860,0.01722693
886473,0.024325075
593466,0.94709224
865607,0.0041754083
687755,0.0020974143
432068,0.16420546
167466,0.0397418
920554,0.0009960913
801331,0.008592311
218684,0.0017465731
544225,0.0025249214
521585,0.9930386
730819,0.8485035
454086,0.0007369982
684193,0.00066378555
108270,0.0033397642
669809,0.8444575
216738,0.04569988
566720,0.6517154
330591,0.9865159
267885,0.012126411
275092,0.0003132937
756981,0.08494766
591269,0.0035804184
577992,0.016441135
779075,0.049632054
445973,0.9996419
929306,0.44867054
557218,0.0028846995
482404,0.0004121776
920826,0.95984924
613226,0.00031813054
550127,0.3999827
154280,0.002115479
143972,0.13256943
910604,0.010414838
465065,0.9982323
463237,0.86381537
965187,0.0572433
689034,0.5919911
608039,1.9291321e-05
153027,0.0005236294
630226,0.92113155
246882,0.0030642455
427484,0.00016445464
952300,0.07226223
302669,0.6284181
815883,0.8893618
307195,8.7486726e-05
475588,0.70671755
863236,0.00202682
806081,0.015438347
429027,4.9035018e-05
342830,0.00035427435
395983,0.00075066084
439828,0.021516267
283925,0.0036453009
331170,0.0003026492
553436,0.00331582
378588,0.89263076
500384,0.004719518
227811,0.99473983
178081,0.03330919
193213,0.03181504
512894,0.010541085
343161,0.004928641
803294,0.00040771827
922167,0.9982553
253791,0.4009254
489618,0.00017497508
942504,0.009551678
932097,0.002605317
391003,0.00020604453
378587,0.95622104
941851,0.0006611134
394975,0.000571326
187775,0.30800137
322609,0.013674144
275265,0.0005915254
935277,0.01424741
674570,0.005104284
984948,0.0024544133
824728,0.0017396276
717044,0.015019029
248467,0.023985483
876714,0.0052914163
856153,0.0041845343
463727,0.00029493126
753844,0.5469379
200827,0.0019576326
442494,0.045722086
290971,5.632627e-05
482495,0.009182881
871432,0.9821597
360770,0.043565664
238196,0.14364395
106873,3.1901363e-05
627540,0.14387754
527945,0.0044873683
873384,0.7914748
898573,0.0075015225
427199,0.0007581865
261905,0.22888945
593390,0.19993208
369941,0.044061873
204294,3.6863847e-05
469966,0.0032751798
411289,0.026131518
172307,0.5212401
391652,0.3016456
687698,0.0004901514
484200,0.0012162131
502634,0.0040731193
171254,0.0027308902
979336,0.58150476
175553,0.00033349617
134430,0.002371947
736882,0.0016868358
426708,0.00015585807
872734,0.7576151
626074,0.0011804316
840806,0.0014443136
810189,0.0030127417
272910,0.0009451151
506333,0.88191396
431478,0.9035351
279422,0.8535617
525224,0.008801386
725330,0.0004277652
227244,0.00017194757
524230,0.14716044
663938,0.0019117084
457244,0.64862055
792673,6.1469735e-05
517240,0.9757506
596914,0.002977632
