policy_number,fraud_reported
698589,0.02848055634383654
287489,0.7233234859307186
211578,0.010471663771935102
807369,0.010549453517028677
830878,0.004689260956180987
265093,0.01811279492551487
760700,0.007846116527101085
447226,0.012380198140018651
695117,0.0012896354159983863
247116,0.014432201839434573
818167,0.055319935499217675
650026,0.00681973250911947
797634,0.4520629679788794
488724,0.007897309303432304
932502,0.007773296388065027
155604,0.6835697734489055
505316,0.011434540608494944
774303,0.02331066087070297
390256,0.9436444474076667
700074,0.044299828359945115
903785,0.013722302902067668
620855,0.01614369752566434
219028,0.872964588652455
913464,0.009758840277123577
398484,0.005677465854221537
913337,0.9039071731676606
421940,0.008146481305924332
836272,0.005710393527161414
215534,0.17591432378745958
205134,0.009472585829805777
538466,0.9125525000411894
918629,0.02590019562766218
804219,0.42598196998721316
606037,0.017755124928964847
113516,0.012209350298500104
434507,0.029290224242973326
212674,0.9551490077852878
607259,0.0033401074450187945
804751,0.003473854827692552
283052,0.004408295815077961
127754,0.8348991457093973
133889,0.009063414069545313
646069,0.006221051928097791
448961,0.013505696991202047
319232,0.0384043052059378
411477,0.0064881774669073205
154982,0.010420972969172817
139872,0.015266580534109694
146138,0.8467723817984721
645723,0.005446506068135798
649800,0.010349201102518912
379882,0.016949956531163834
253085,0.012440008168660257
283414,0.12270291680137989
500639,0.9200392031294458
498759,0.008589860348900587
182953,0.01053221410854994
473338,0.11483108073906126
345539,0.016414959819017656
638155,0.8342268391237674
793948,0.005892160712305373
586104,0.004119381875176702
230223,0.006129103652737791
287436,0.2564645538988745
630998,0.00942123959007896
438817,0.017799175905816953
440616,0.5123752650558023
795004,0.9619067815401123
653864,0.015338434579862474
596785,0.010797974285681189
756054,0.0062885699890004925
930032,0.014111889935725081
666333,0.24009961322296386
386690,0.5030287135970328
961496,0.002629281842412303
326180,0.0030663801424993123
990493,0.00978208550772782
662088,0.0012184389842526502
686522,0.8639020634024626
805806,0.008673493302140112
636550,0.011307120919875902
159768,0.0037204938568867157
605100,0.9409599049416797
369781,0.011140667921264651
944537,0.009000683044741338
648397,0.004276394557774795
868031,0.0060685833524617575
247801,0.006886577306488744
830414,0.07548023879338366
155724,0.18959185745284807
681486,0.01202379913029786
516959,0.42975962541175977
385932,0.8907061061386147
907113,0.005651773153752272
795847,0.004494244326112551
555374,0.02050216052048621
238412,0.17234291828869375
921202,0.009334881094312375
243226,0.15824954948775244
990998,0.01265793584012396
722747,0.015178719014238945
963761,0.7992054447845823
168260,0.0014850260037164399
842618,0.007435761540916824
657045,0.0034032105102860524
311783,0.5546785976734728
621756,0.052159731144883585
528385,0.5295708761837117
654974,0.03522042014361464
435784,0.010328700348094676
918037,0.003055765572859437
534982,0.014124818578844045
744557,0.008129331847452253
223404,0.0030166654912190693
167231,0.00412784404740654
743163,0.1176144940555477
457188,0.9330279202025729
159243,0.004608908345416232
889764,0.8220258748156797
299796,0.004650188028070083
543610,0.007749678342224808
553565,0.0181459574348233
182450,0.8961156311316854
616337,0.7696374476313549
842643,0.07539353963087297
586367,0.6265504208323908
776860,0.008364548233880754
886473,0.004250604138904417
593466,0.6576808595494199
865607,0.003801761910789828
687755,0.0067848942415918686
432068,0.37120809144489986
167466,0.013161716219109698
920554,0.003353754737490511
801331,0.009953196961084097
218684,0.0031632224313602212
544225,0.276705291020091
521585,0.5956380816488406
730819,0.9116836140218115
454086,0.044076503315710655
684193,0.034572530639709755
108270,0.0070869257079514926
669809,0.7027626259802345
216738,0.15932855032335017
566720,0.6454835934862871
330591,0.9066601319741909
267885,0.03586234525747144
275092,0.005567807490474203
756981,0.026318247113445044
591269,0.003968116395740116
577992,0.004254451528023495
779075,0.4777563786006405
445973,0.8624267096561931
929306,0.4156830637489975
557218,0.006911876444017282
482404,0.003261737588524453
920826,0.9095854074760256
613226,0.009527649213693591
550127,0.05831360605634366
154280,0.004098341750890526
