id,isDefault
1000575,0.47410347825356136
1028125,0.5037872745789272
1010694,0.4154904996971079
1026712,0.45154938571195835
1002895,0.41070455147835705
1023930,0.5165498276864136
1031202,0.5085661871931262
1041065,0.44208075135997
1037799,0.498634251556215
1036385,0.462825938038481
1028640,0.48788983956855353
1046198,0.4643379909641771
1005902,0.4778996794618423
1001958,0.4420275037137768
1021171,0.42944392704563744
1018693,0.497532572306024
1046881,0.487263807428199
1008394,0.509131029574763
1039986,0.4951908793552272
1028449,0.5051899161548971
1037670,0.4884405838034843
1030356,0.503676779850265
1047759,0.5183792289424751
1033422,0.4706935048476066
1041457,0.4447650320159184
1047669,0.5199652950604404
1013635,0.42792836455714267
1009911,0.37762877644086323
1026052,0.5010398131405178
1013010,0.47504403505289344
1000541,0.4722879637734806
1023933,0.5026803671363319
1017173,0.42169944047526375
1010278,0.4810995336509449
1042322,0.5129748682568372
1035083,0.4945890578793801
1017136,0.4578379876913739
1008825,0.47935890616561583
1035744,0.5014766125175716
1019544,0.5120429927645543
1019583,0.5119198640273969
1015244,0.45537624446072406
1001057,0.5163294889321942
1018597,0.4828722753420817
1036106,0.5177390437599458
1021590,0.34239455676120145
1028479,0.47419394200340187
1022178,0.4983725296293858
1021768,0.4907165700005453
1044905,0.4498893680180352
1018188,0.4820569061373493
1034782,0.5104952784270392
1043358,0.5152178657253595
1012386,0.4425501009596086
1019710,0.5152271914909
1003882,0.4505779942747697
1041743,0.5143862037174397
1045699,0.5075248637031128
1023722,0.4996778974344245
1005903,0.5104886571613623
1032382,0.474282302299307
1032769,0.4835963469474594
1016556,0.5134590392313384
1018606,0.47738778341004534
1034996,0.4832886187611454
1030041,0.36652893099000305
1034236,0.5121311776199419
1027554,0.5073857159145908
1005162,0.485617541715979
1011175,0.35888419767737284
1033902,0.5073730880174528
1014356,0.5086742190532815
1045176,0.5105053153357482
1048152,0.5138882964380967
1026600,0.5035967329531551
1046111,0.5183558696940873
1010478,0.42174874413214886
1019200,0.49037023156691834
1030818,0.4196699855166905
1041083,0.495753106328499
1020605,0.4772248550547856
1020932,0.5096443782068957
1031833,0.5011355277488205
1002413,0.5201630252388013
1015116,0.291135451230715
1011414,0.5046780677746839
1032688,0.4650907876601404
1011934,0.5146744116033841
1024629,0.45962241750797816
1033891,0.4503204171109788
1024842,0.33699579007230074
1027018,0.445166052837041
1004702,0.4759548609813819
1009408,0.5143725039069393
1026577,0.4992157884286543
1039347,0.4379758451466959
1027392,0.4709962865524485
1033583,0.516204908512264
1030357,0.5201382273101317
1036590,0.25184860640314244
1019761,0.5104055488987584
1011949,0.4990827373681369
1035693,0.47552584075199333
1021378,0.4868603965815947
1031346,0.4897682534878392
1017477,0.46904255755400787
1048032,0.49557547317143147
1038679,0.4975533712833409
1007051,0.5125506143657141
1000452,0.47123440730020794
1013922,0.5245846293407516
1046564,0.41625027253245456
1017521,0.4079507065199199
1009082,0.4577235607976927
1015316,0.4830674053574397
1017718,0.4608632752749107
1021027,0.5051427156408627
1028958,0.5005861116928547
1035453,0.3814470102202307
1024280,0.5014718240510412
1018505,0.5214369607370716
1010128,0.5095909949373235
1007386,0.3376107906311802
1009167,0.4601022636411746
1037585,0.41018841226274505
1026043,0.5049019742230119
1024570,0.45403408653333704
1038043,0.4508683393207015
1037576,0.5153319374016597
1039779,0.4778039048947572
1004522,0.48357751859228787
1007364,0.4905126545584774
1008846,0.45464267142276804
1000603,0.464738179821864
1021829,0.4663513828091642
1044059,0.34049899579004467
1044404,0.5172136403572832
1012497,0.5001115671160151
1013466,0.49591888283234914
1038891,0.47904832057149194
1010547,0.5020890474927167
1023850,0.5032622451170445
1018544,0.5117146765380327
1018208,0.37310295197146187
1026767,0.48342816537482425
1034103,0.5079454571806925
1026183,0.5101270861029091
1006844,0.48340822767180563
1035884,0.5132247910354265
1008717,0.47521127324034146
1023969,0.4886907325300555
1046972,0.4966366078678489
1039065,0.47300590262549536
1007767,0.48192289932471116
1033865,0.4709608973349316
1040701,0.5144291930074364
1011770,0.48281420427959487
1048315,0.51473099460098
1030629,0.5026487537352327
1002486,0.503589815900729
1035595,0.5138744473293749
1000629,0.5039828676233145
1022972,0.5140065173490517
1034681,0.4539911165173478
1022023,0.5120616834024893
1009765,0.44182980507850256
1044865,0.45318586931254956
1037277,0.4893352331698751
1012272,0.4555650644096062
1040995,0.46156740966749416
1047338,0.45052595844040566
1045052,0.5054950348598032
1029847,0.3256943086569377
1018987,0.4671381222279103
1040155,0.48096676410482847
1001734,0.48622703347182883
1008795,0.4196004669507046
1032664,0.3885593011975333
1034740,0.49520530143679187
1017204,0.43112444617969975
1010766,0.47447844952301144
1031660,0.5107178175173092
1007238,0.5137241017785064
1020555,0.49913167604042324
1046278,0.4373926840048181
1010915,0.48724479297615103
1046598,0.4884894970653976
1037912,0.5117382942746538
1042520,0.46850788953306877
1043332,0.516154114603731
1040643,0.4811895532549445
1025913,0.43789429403230684
1031268,0.4243205406949386
1046418,0.5199015242174523
1026392,0.5078183671620375
1049286,0.5027470572133689
1034359,0.4924530678298616
1014506,0.5011085110627261
1031580,0.4828550211295281
1038801,0.5044203547157204
1041903,0.5184017426737572
1010056,0.507253113069528
1013643,0.4954505195442794
1046980,0.41697734866650743
1012709,0.5052176182639377
1018512,0.5160276580348824
1014724,0.3398332435773629
1030802,0.5025448875725954
1014306,0.5086811130236532
1049297,0.5189756204785883
1036358,0.47473966772842396
1040977,0.509237730307596
1035734,0.5177643104960072
1019782,0.501403538434047
1039519,0.492494365663508
1005038,0.5091180673573288
1040728,0.5049262828426494
1008449,0.4628751876252269
1019069,0.5193575907072359
1023717,0.4805455411696059
1046007,0.4913494238570539
1009223,0.4683633758364209
1040241,0.46487697574755393
1046923,0.5036081485964307
1041166,0.4991900509875287
1042733,0.4874112054933139
1008065,0.4800443097855923
1008164,0.47010777936786435
1032019,0.5063945046116589
1037629,0.5000087286624284
1043927,0.47770707209638574
1027670,0.503838319746133
1017353,0.4383201632397144
1024141,0.4770753550884956
1042069,0.4885147595638799
1024398,0.4033739005969892
1045922,0.5063124674716762
1020400,0.4799760067852166
1011500,0.5052950720537083
1038606,0.5201093968049819
1025972,0.500570121553657
1002263,0.5067896732794759
1025557,0.42041070369606226
1031479,0.46479598566643987
1025480,0.4833930199482504
1009819,0.5098378453816087
1007123,0.46398268753939237
1024198,0.49045873003620283
1025725,0.5207808080815944
1012988,0.4880867433838535
1009487,0.43585845705498905
1039865,0.4809000117096602
1018599,0.4569159619517736
1009489,0.5115429170823038
1041868,0.5216757030292705
1047948,0.503504339254361
1046133,0.5128159899846408
1026260,0.5125565964596253
1031970,0.4531380446936941
1032976,0.5052806448778505
1035576,0.5036355233697082
1029414,0.5056358858436489
1020223,0.4724325842799994
1011891,0.4148314540288168
1039155,0.5117315529008519
1049708,0.5006760862622823
1011497,0.515896597571993
1003658,0.4685229775129065
1048635,0.41440694049741345
1019684,0.49245502571223804
1017666,0.35626704795520914
1010777,0.5088081930958114
1032325,0.4804951411005333
1009834,0.511185370209644
1028976,0.5176608909271708
1000023,0.46856978571438956
1038750,0.4901050242345607
1039210,0.4895262229692731
1021115,0.5012230774278279
1008255,0.44014173173907506
1043035,0.5043799703578759
1017174,0.5280312076145034
1047924,0.5077862858636892
1038586,0.33395826052800315
1011805,0.5130898187716796
1048311,0.4583242313287122
1044609,0.3882303715999586
1001320,0.47078443766792005
1044992,0.5081589618542541
1027123,0.47278454608173764
1002344,0.49962768659567425
1023161,0.36686096672450125
1017527,0.49048962028240695
1025805,0.48747421813916625
1001488,0.509553717752692
1043664,0.49811503959072456
1002051,0.5065952869085205
1044756,0.4210253437110029
1046992,0.3120006810241873
1029657,0.5140943407780665
1021900,0.5086363654855377
1037278,0.5083468618737971
1025134,0.4917873797023469
1045543,0.5096300548744571
1002896,0.37120484386811864
1010600,0.5095283088115
1014618,0.5055546623946119
1003535,0.5133128269467303
1046540,0.40079841676121125
1024939,0.504730606901236
1039793,0.512855985841957
1034152,0.5106916450678599
1045428,0.4928358507758944
1042718,0.516712914294731
1010816,0.4447774725308432
1000763,0.5076645377952562
1019619,0.49896822175762
1028129,0.4011665467543542
1025519,0.48957802842380393
1024757,0.43804598418000124
1002790,0.460794865650697
1036698,0.32074013728043854
1008144,0.4561605618604598
1008085,0.5061331234623841
1001394,0.47074359101226765
1020391,0.5000207077739899
1029372,0.46387755229754024
1006486,0.5114464608333432
1007830,0.5163289100504742
1032904,0.505509327409082
1024111,0.5035710591288222
1048195,0.5203642801850286
1003144,0.5088443050975664
1023438,0.4671437331887953
1004329,0.49794767604542584
1024473,0.4830566605016852
1024970,0.5044487666612762
1020904,0.4521480512420531
1041784,0.4807184748974069
1010047,0.4644024381829419
1035244,0.4705735762178164
1023875,0.4731690513754402
1003764,0.497533299900627
1029025,0.500121856279231
1033300,0.5123797198125865
1009135,0.49718232768170517
1044352,0.5221073692446071
1021747,0.3484303386993983
1041665,0.49693088085348497
1000368,0.5002450449321765
1016906,0.34286820130584356
1016805,0.41680561906026337
1028933,0.5115005104027068
1001776,0.5075713279129901
1049973,0.3586717406674699
1020329,0.519397836053617
1026702,0.5005658447824383
1029160,0.5111467998267014
1039908,0.5171587318749646
1003632,0.4865559965481642
1013239,0.5062803553957848
1014009,0.5117728274906161
1008187,0.5075585577289372
1000645,0.35924071322373136
1037395,0.50894502824038
1007003,0.3969390675278714
1037190,0.3434058048074335
1004658,0.44302287332155804
1031972,0.49036942411399786
1046675,0.4211793229915828
1031897,0.49096515610932945
1014909,0.49492864908612777
1048261,0.49085442579083227
1019310,0.3524591558822176
1027904,0.5201320221161759
1038726,0.5087117228527697
1002951,0.4605357924059483
1024828,0.496384475599536
1023482,0.3082316545675734
1037593,0.5107684187724304
1017584,0.519189980252405
1030733,0.49538308984675544
1039785,0.4895197507669132
1012324,0.5038953988226493
1022787,0.4920397717344365
1003462,0.50312659085885
1030142,0.4963601344298629
1041632,0.48118479271216985
1023457,0.4300574046451076
1011260,0.49215519433869087
1046672,0.4459792963332749
1036347,0.4951945026187116
1001120,0.4885752027390495
1038629,0.4820624721665572
1019702,0.5216402179095118
1006084,0.4018279011124027
1031837,0.45810121711997154
1027440,0.5049340726565443
1002291,0.48916161475227354
1019211,0.39780250579364496
1024802,0.5105325181954105
1040466,0.472007816786024
1002567,0.42810544772664927
1023822,0.5123306778961146
1039090,0.523600509896191
1000687,0.42793581989462076
1046046,0.4630071133888412
1026806,0.5117700616443746
1035794,0.5197817375799046
1049758,0.5163396090560157
1015405,0.4705598523676493
1006713,0.48637003288367053
1048134,0.4296440742053569
1022539,0.4665533263493758
1038388,0.4418839878524988
1000241,0.4621193785454193
1021910,0.5043606051785748
1037581,0.46722346417049826
1015492,0.44020006897487324
1038485,0.5094146946035453
1036104,0.43458476576183763
1002815,0.5158851260348226
1028367,0.49448880811871615
1013467,0.3823538664264301
1039922,0.5016791919336463
1009987,0.48108193334257354
1014226,0.49807142948728345
