id,label_0,label_1,label_2,label_3
100000,1.0,0.0,0.0,0.0
100001,1.0,0.0,0.0,0.0
100002,1.0,0.0,0.0,0.0
100003,1.0,0.0,0.0,0.0
100004,1.0,0.0,0.0,0.0
100005,1.0,0.0,0.0,0.0
100006,1.0,0.0,0.0,0.0
100007,1.0,0.0,0.0,0.0
100008,1.0,0.0,0.0,0.0
100009,1.0,0.0,0.0,0.0
100010,1.0,0.0,0.0,0.0
100011,1.0,0.0,0.0,0.0
100012,1.0,0.0,0.0,0.0
100013,1.0,0.0,0.0,0.0
100014,1.0,0.0,0.0,0.0
100015,1.0,0.0,0.0,0.0
100016,1.0,0.0,0.0,0.0
100017,1.0,0.0,0.0,0.0
100018,1.0,0.0,0.0,0.0
100019,1.0,0.0,0.0,0.0
100020,1.0,0.0,0.0,0.0
100021,1.0,0.0,0.0,0.0
100022,1.0,0.0,0.0,0.0
100023,1.0,0.0,0.0,0.0
100024,1.0,0.0,0.0,0.0
100025,1.0,0.0,0.0,0.0
100026,1.0,0.0,0.0,0.0
100027,1.0,0.0,0.0,0.0
100028,1.0,0.0,0.0,0.0
100029,1.0,0.0,0.0,0.0
100030,1.0,0.0,0.0,0.0
100031,1.0,0.0,0.0,0.0
100032,1.0,0.0,0.0,0.0
100033,1.0,0.0,0.0,0.0
100034,1.0,0.0,0.0,0.0
100035,1.0,0.0,0.0,0.0
100036,1.0,0.0,0.0,0.0
100037,1.0,0.0,0.0,0.0
100038,1.0,0.0,0.0,0.0
100039,1.0,0.0,0.0,0.0
100040,1.0,0.0,0.0,0.0
100041,1.0,0.0,0.0,0.0
100042,1.0,0.0,0.0,0.0
100043,1.0,0.0,0.0,0.0
100044,1.0,0.0,0.0,0.0
100045,1.0,0.0,0.0,0.0
100046,1.0,0.0,0.0,0.0
100047,1.0,0.0,0.0,0.0
100048,1.0,0.0,0.0,0.0
100049,1.0,0.0,0.0,0.0
100050,1.0,0.0,0.0,0.0
100051,1.0,0.0,0.0,0.0
100052,1.0,0.0,0.0,0.0
100053,1.0,0.0,0.0,0.0
100054,1.0,0.0,0.0,0.0
100055,1.0,0.0,0.0,0.0
100056,1.0,0.0,0.0,0.0
100057,1.0,0.0,0.0,0.0
100058,1.0,0.0,0.0,0.0
100059,1.0,0.0,0.0,0.0
100060,1.0,0.0,0.0,0.0
100061,1.0,0.0,0.0,0.0
100062,1.0,0.0,0.0,0.0
100063,1.0,0.0,0.0,0.0
100064,1.0,0.0,0.0,0.0
100065,1.0,0.0,0.0,0.0
100066,1.0,0.0,0.0,0.0
100067,1.0,0.0,0.0,0.0
100068,1.0,0.0,0.0,0.0
100069,1.0,0.0,0.0,0.0
100070,1.0,0.0,0.0,0.0
100071,1.0,0.0,0.0,0.0
100072,1.0,0.0,0.0,0.0
100073,1.0,0.0,0.0,0.0
100074,1.0,0.0,0.0,0.0
100075,1.0,0.0,0.0,0.0
100076,1.0,0.0,0.0,0.0
100077,1.0,0.0,0.0,0.0
100078,1.0,0.0,0.0,0.0
100079,1.0,0.0,0.0,0.0
100080,1.0,0.0,0.0,0.0
100081,1.0,0.0,0.0,0.0
100082,1.0,0.0,0.0,0.0
100083,1.0,0.0,0.0,0.0
100084,1.0,0.0,0.0,0.0
100085,1.0,0.0,0.0,0.0
100086,1.0,0.0,0.0,0.0
100087,1.0,0.0,0.0,0.0
100088,1.0,0.0,0.0,0.0
100089,1.0,0.0,0.0,0.0
100090,1.0,0.0,0.0,0.0
100091,1.0,0.0,0.0,0.0
100092,1.0,0.0,0.0,0.0
100093,1.0,0.0,0.0,0.0
100094,1.0,0.0,0.0,0.0
100095,1.0,0.0,0.0,0.0
100096,1.0,0.0,0.0,0.0
100097,1.0,0.0,0.0,0.0
100098,1.0,0.0,0.0,0.0
100099,1.0,0.0,0.0,0.0
100100,1.0,0.0,0.0,0.0
100101,1.0,0.0,0.0,0.0
100102,1.0,0.0,0.0,0.0
100103,1.0,0.0,0.0,0.0
100104,1.0,0.0,0.0,0.0
100105,1.0,0.0,0.0,0.0
100106,1.0,0.0,0.0,0.0
100107,1.0,0.0,0.0,0.0
100108,1.0,0.0,0.0,0.0
100109,1.0,0.0,0.0,0.0
100110,1.0,0.0,0.0,0.0
100111,1.0,0.0,0.0,0.0
100112,1.0,0.0,0.0,0.0
100113,1.0,0.0,0.0,0.0
100114,1.0,0.0,0.0,0.0
100115,1.0,0.0,0.0,0.0
100116,1.0,0.0,0.0,0.0
100117,1.0,0.0,0.0,0.0
100118,1.0,0.0,0.0,0.0
100119,1.0,0.0,0.0,0.0
100120,1.0,0.0,0.0,0.0
100121,1.0,0.0,0.0,0.0
100122,1.0,0.0,0.0,0.0
100123,1.0,0.0,0.0,0.0
100124,1.0,0.0,0.0,0.0
100125,1.0,0.0,0.0,0.0
100126,1.0,0.0,0.0,0.0
100127,1.0,0.0,0.0,0.0
100128,1.0,0.0,0.0,0.0
100129,1.0,0.0,0.0,0.0
100130,1.0,0.0,0.0,0.0
100131,1.0,0.0,0.0,0.0
100132,1.0,0.0,0.0,0.0
100133,1.0,0.0,0.0,0.0
100134,1.0,0.0,0.0,0.0
100135,1.0,0.0,0.0,0.0
100136,1.0,0.0,0.0,0.0
100137,1.0,0.0,0.0,0.0
100138,1.0,0.0,0.0,0.0
100139,1.0,0.0,0.0,0.0
100140,1.0,0.0,0.0,0.0
100141,1.0,0.0,0.0,0.0
100142,1.0,0.0,0.0,0.0
100143,1.0,0.0,0.0,0.0
100144,1.0,0.0,0.0,0.0
100145,1.0,0.0,0.0,0.0
100146,1.0,0.0,0.0,0.0
100147,1.0,0.0,0.0,0.0
100148,1.0,0.0,0.0,0.0
100149,1.0,0.0,0.0,0.0
100150,1.0,0.0,0.0,0.0
100151,1.0,0.0,0.0,0.0
100152,1.0,0.0,0.0,0.0
100153,1.0,0.0,0.0,0.0
100154,1.0,0.0,0.0,0.0
100155,1.0,0.0,0.0,0.0
100156,1.0,0.0,0.0,0.0
100157,1.0,0.0,0.0,0.0
100158,1.0,0.0,0.0,0.0
100159,1.0,0.0,0.0,0.0
100160,1.0,0.0,0.0,0.0
100161,1.0,0.0,0.0,0.0
100162,1.0,0.0,0.0,0.0
100163,1.0,0.0,0.0,0.0
100164,1.0,0.0,0.0,0.0
100165,1.0,0.0,0.0,0.0
100166,1.0,0.0,0.0,0.0
100167,1.0,0.0,0.0,0.0
100168,1.0,0.0,0.0,0.0
100169,1.0,0.0,0.0,0.0
100170,1.0,0.0,0.0,0.0
100171,1.0,0.0,0.0,0.0
100172,1.0,0.0,0.0,0.0
100173,1.0,0.0,0.0,0.0
100174,1.0,0.0,0.0,0.0
100175,1.0,0.0,0.0,0.0
100176,1.0,0.0,0.0,0.0
100177,1.0,0.0,0.0,0.0
100178,1.0,0.0,0.0,0.0
100179,1.0,0.0,0.0,0.0
100180,1.0,0.0,0.0,0.0
100181,1.0,0.0,0.0,0.0
100182,1.0,0.0,0.0,0.0
100183,1.0,0.0,0.0,0.0
100184,1.0,0.0,0.0,0.0
100185,1.0,0.0,0.0,0.0
100186,1.0,0.0,0.0,0.0
100187,1.0,0.0,0.0,0.0
100188,1.0,0.0,0.0,0.0
100189,1.0,0.0,0.0,0.0
100190,1.0,0.0,0.0,0.0
100191,1.0,0.0,0.0,0.0
100192,1.0,0.0,0.0,0.0
100193,1.0,0.0,0.0,0.0
100194,1.0,0.0,0.0,0.0
100195,1.0,0.0,0.0,0.0
100196,1.0,0.0,0.0,0.0
100197,1.0,0.0,0.0,0.0
100198,1.0,0.0,0.0,0.0
100199,1.0,0.0,0.0,0.0
100200,1.0,0.0,0.0,0.0
100201,1.0,0.0,0.0,0.0
100202,1.0,0.0,0.0,0.0
100203,1.0,0.0,0.0,0.0
100204,1.0,0.0,0.0,0.0
100205,1.0,0.0,0.0,0.0
100206,1.0,0.0,0.0,0.0
100207,1.0,0.0,0.0,0.0
100208,1.0,0.0,0.0,0.0
100209,1.0,0.0,0.0,0.0
100210,1.0,0.0,0.0,0.0
100211,1.0,0.0,0.0,0.0
100212,1.0,0.0,0.0,0.0
100213,1.0,0.0,0.0,0.0
100214,1.0,0.0,0.0,0.0
100215,1.0,0.0,0.0,0.0
100216,1.0,0.0,0.0,0.0
100217,1.0,0.0,0.0,0.0
100218,1.0,0.0,0.0,0.0
100219,1.0,0.0,0.0,0.0
100220,1.0,0.0,0.0,0.0
100221,1.0,0.0,0.0,0.0
100222,1.0,0.0,0.0,0.0
100223,1.0,0.0,0.0,0.0
