id,label_0,label_1,label_2,label_3
100000,10.201973,6.134741,-2.017275,-3.3023713
100001,-5.145259,-7.0709434,1.183062,-12.086359
100002,6.3456135,3.0405474,-0.5107126,11.299707
100003,13.446436,7.5675354,-1.3530376,-1.1686854
100004,7.2130513,2.256271,-3.4535697,-3.2362
100005,13.75319,7.6841946,-2.9878404,1.4610968
100006,10.4502535,5.7547083,-0.5937426,0.55118155
100007,5.9063997,-0.91239667,-0.87978816,-2.1545157
100008,11.940744,6.7833385,-4.739291,-6.5618415
100009,-1.8445818,-5.2370152,0.6889313,8.775332
100010,8.388827,0.74349606,-5.4768734,-7.2803082
100011,2.5437799,-6.6206956,3.2684865,-12.3479
100012,8.692685,3.8830419,-1.1285717,-2.498706
100013,12.96283,4.8182235,-6.051326,-6.233664
100014,11.115539,6.6058335,-3.05698,0.30088907
100015,11.776685,7.604521,-2.8113666,-2.0012507
100016,12.076431,7.8985357,-2.52065,-1.5984328
100017,-1.0232091,-3.7638645,0.2833534,-6.323059
100018,-0.747065,-4.7561064,-2.0739248,-3.9048233
100019,0.44442734,-3.2041106,0.3650768,3.737009
100020,9.228229,2.9176927,-0.40530777,1.4033896
100021,-1.4901032,-4.2792034,0.31154048,8.160209
100022,9.650447,6.9067054,-3.6164408,-5.588955
100023,0.42732614,-3.6151676,2.334208,2.9959583
100024,10.03704,4.788488,-1.4559712,-3.1786945
100025,13.369618,6.8049827,-1.1321673,-0.3030603
100026,-0.9816869,-4.8266063,1.7347621,-4.1753364
100027,19.67059,13.909154,-5.5842056,0.43574488
100028,13.143286,5.556404,0.48021114,-0.32557097
100029,4.4135513,1.8996087,-1.9911067,-0.15797538
100030,14.445668,8.780971,-3.04468,-1.5760304
100031,12.929415,9.734066,-4.775015,-0.271772
100032,6.7090235,6.663142,-6.7089424,-7.7098517
100033,17.65403,12.350458,-4.574828,-0.6502429
100034,15.681254,10.430841,-2.257446,-1.9223543
100035,10.666888,6.055063,-3.846753,-5.611039
100036,7.3131957,2.7969952,-1.0604136,-0.7537183
100037,13.340671,7.103093,-1.701903,0.30277663
100038,7.2563405,3.648871,-3.2273684,-1.574629
100039,4.827601,1.4296914,-1.1945064,0.53560305
100040,10.033977,7.022614,-1.985146,-3.0239573
100041,6.3641205,5.105075,-1.9366841,-5.6664505
100042,7.940822,2.8047166,1.9465721,-0.25066563
100043,15.276227,11.340916,-5.3503,-3.4155476
100044,11.850264,4.869799,-0.34174746,0.04570037
100045,10.495607,4.252855,-3.4606607,-6.6957273
100046,3.258661,-1.8868974,-3.1286223,-12.28519
100047,2.7858827,0.30365956,0.24084981,-2.6518564
100048,1.3321142,-2.66005,0.44823247,7.625533
100049,11.6865225,8.7437315,-4.2902718,-1.0200237
100050,-0.7118779,-5.511835,-1.7958901,-13.04027
100051,7.2090335,1.420771,-3.5487154,-4.1297054
100052,-13.936294,-13.310334,-0.16925895,-21.91877
100053,-2.5411706,-10.586548,3.3825676,-6.013692
100054,8.975424,2.7620888,0.46246833,-0.89201796
100055,9.052628,6.4266753,-4.838003,-5.6687374
100056,10.652083,4.2427053,-2.754694,-1.0762829
100057,9.8040085,4.156992,-1.2268349,-3.093247
100058,10.322704,4.2425127,-0.3520409,1.3351686
100059,14.537379,8.013372,-2.0265977,0.20265794
100060,12.274921,8.586066,-4.472145,-1.1292335
100061,13.003213,10.947182,-0.6321099,5.1966715
100062,14.014121,8.845957,-1.9852786,-0.38137817
100063,0.15524054,-4.9550567,0.06474179,1.8783531
100064,7.188696,1.5548934,-1.169759,1.0125014
100065,15.309991,9.08849,-2.4916523,-0.67913926
100066,7.3513727,8.469971,-2.5135798,-7.6280265
100067,-2.1191056,-6.866682,0.5996611,-5.428005
100068,-4.1760216,-6.281413,1.0899794,-5.4746914
100069,6.5219007,-0.3725509,-0.7842214,1.5496321
100070,9.4887495,4.010997,-1.4935873,-2.0089037
100071,-3.1940873,-6.3341045,1.0388919,8.513296
100072,21.032665,15.42526,-4.745414,1.5247102
100073,4.123323,-0.97720295,0.20290238,1.321783
100074,12.678139,7.75632,-2.4812734,-1.4518193
100075,-4.3900757,-6.9565525,0.9261899,-8.851412
100076,9.672476,4.0932875,-4.3241863,-7.5103903
100077,-0.8565946,1.7959124,-3.1208813,-11.410279
100078,-1.6058371,-6.998375,0.01929766,7.6102886
100079,13.343854,9.112256,-2.5623062,0.6401005
100080,11.161103,3.7238584,-1.9709666,2.235209
100081,15.325874,10.217314,-0.5086565,-9.612666
100082,8.354195,5.1447067,-2.9795673,-3.5060432
100083,8.078636,6.3737526,-5.177907,-5.6447935
100084,-8.559979,-18.796274,0.8946724,-20.215305
100085,7.8472733,2.8066134,-2.5287561,-2.959433
100086,13.2795,6.567302,-1.8440604,0.6794852
100087,11.946319,3.7408514,-3.7253468,-3.5805826
100088,8.766882,1.7599994,-5.210348,-10.289953
100089,0.22533338,-2.7509627,-0.50100684,6.0013857
100090,9.407674,3.6590948,-1.9547966,-1.1411221
100091,10.1933975,5.6165257,-3.3056295,-4.6884356
100092,12.737974,8.217519,-1.1714555,3.5104508
100093,5.937222,-1.5306145,-2.7790868,-8.47387
100094,14.053233,9.549771,-3.1364267,-1.5533426
100095,8.414985,6.2050076,-0.3883412,16.48452
100096,11.348509,8.416131,-2.7219896,1.2753301
