id,label_0,label_1,label_2,label_3
100000,0.99859077,0.0014088048,2.9403746e-10,3.3254543e-07
100001,3.9447627e-07,0.00011430127,0.9998853,4.771095e-08
100002,2.783911e-12,1.6673941e-13,2.9250344e-09,1.0
100003,0.9999981,1.947322e-06,1.224681e-08,6.164074e-13
100004,0.9999949,2.5186444e-06,2.6219595e-06,6.699649e-10
100005,0.9999515,4.8456837e-05,1.2417612e-08,1.0577111e-12
100006,0.9945661,0.005433897,5.4517797e-12,1.8525644e-10
100007,0.999998,2.4781417e-07,1.8368058e-06,1.719247e-09
100008,0.9999912,8.826796e-06,2.3594621e-11,6.7882646e-13
100009,4.601902e-16,5.997111e-17,1.6121329e-15,1.0
100010,0.9999521,4.752742e-05,3.4082314e-07,5.1989172e-08
100011,0.99999976,9.3918196e-08,1.3345502e-07,6.65222e-15
100012,0.97128636,0.028697632,1.46844095e-05,1.2660448e-06
100013,0.99999964,2.4211877e-07,1.5598319e-07,1.6508653e-13
100014,0.9999975,6.0307235e-07,5.0913167e-07,1.4375619e-06
100015,0.98314846,0.016841747,9.894253e-06,1.6006348e-09
100016,0.99983346,0.0001664576,1.0710927e-11,2.2359105e-08
100017,2.0038159e-07,2.033951e-05,0.99997616,3.3112901e-06
100018,0.0027470568,0.013323923,0.9836089,0.00032016487
100019,1.0375281e-06,8.960434e-11,1.7642552e-08,0.9999989
100020,0.99955875,0.0004407495,3.2131112e-07,1.540201e-07
100021,3.9210527e-14,3.8998536e-15,7.55704e-12,1.0
100022,0.999278,0.0007217094,7.5471573e-10,2.1767251e-07
100023,2.7265602e-05,1.0343431e-12,1.739789e-05,0.9999553
100024,0.99999964,3.8636117e-07,2.2739179e-11,2.256856e-14
100025,0.99877554,0.0012220978,2.4271944e-06,1.9815546e-10
100026,5.056374e-05,0.00019204713,0.99975497,2.3696634e-06
100027,0.9999924,5.9160548e-06,4.587257e-09,1.6875665e-06
100028,0.9999987,7.6188843e-07,5.5891485e-07,4.838324e-13
100029,0.9999844,1.5635644e-05,3.695239e-10,1.6057503e-10
100030,0.99750996,0.002490001,1.0061385e-09,3.4105313e-10
100031,0.9999964,3.578185e-06,8.138556e-12,2.0703677e-15
100032,0.0040709954,0.9959288,1.6015375e-07,1.563851e-08
100033,0.9999993,5.714693e-07,8.374761e-11,1.06530244e-07
100034,0.9999275,7.2529176e-05,1.4554155e-12,2.1276636e-14
100035,0.9999511,4.885126e-05,1.12927064e-10,1.0958519e-12
100036,0.99999857,1.4653551e-06,2.089807e-09,2.733328e-12
100037,0.9995484,0.00045165455,2.0819084e-10,3.814523e-12
100038,0.9999877,9.315501e-06,3.0142114e-06,5.9492064e-11
100039,0.12305802,0.038114496,0.0028113022,0.8360162
100040,0.99954385,0.0004561174,2.5161795e-09,1.0838127e-09
100041,0.99189526,0.008104797,3.4662822e-08,1.1798674e-12
100042,0.9999136,8.583477e-05,5.3773374e-07,4.5093507e-10
100043,0.9998642,0.00013578997,2.5569607e-08,2.563499e-12
100044,1.0,4.412902e-09,1.4964424e-13,5.9941636e-16
100045,0.9999325,6.7495756e-05,8.386143e-11,1.639811e-14
100046,0.9999999,6.516863e-08,1.7089516e-09,4.938674e-12
100047,0.0077278186,0.022683429,0.96956855,2.0203986e-05
100048,8.8455363e-07,3.074252e-09,0.00030223952,0.99969697
100049,0.8851908,0.11442175,0.00038077513,6.6706684e-06
100050,0.98725474,5.7602807e-07,0.012744629,3.1365772e-09
100051,0.99983144,0.00014931396,1.9194069e-05,3.7059402e-09
100052,0.00014410268,1.9609695e-05,0.9998337,2.4762526e-06
100053,2.7211848e-09,6.7514694e-10,1.0,2.7759048e-08
100054,0.9990388,0.0009608436,3.8943602e-07,1.513792e-10
100055,0.99991953,8.0399135e-05,6.901871e-08,5.374445e-08
100056,0.9999993,2.1158444e-07,4.442042e-07,8.012276e-13
100057,0.9977634,0.0021845133,5.207561e-05,6.673819e-10
100058,0.97739375,0.021461131,0.0011450518,3.6206873e-09
100059,0.9999635,3.5354497e-05,1.0710386e-06,2.2387811e-10
100060,0.9999925,7.5072703e-06,7.006312e-12,7.377369e-15
100061,0.9999999,8.229371e-08,1.7628745e-08,1.4734366e-12
100062,0.9995189,0.00048108763,1.8708884e-10,4.9149934e-11
100063,0.002703924,3.8787737e-09,0.00032464747,0.99697137
100064,0.99999976,1.0163664e-10,2.2910582e-07,4.1149573e-08
100065,0.99994457,5.5429482e-05,1.0397376e-12,4.5389328e-14
100066,0.8424328,0.15756603,1.1410849e-06,3.3167822e-08
100067,4.7220965e-09,1.07039284e-07,0.9999999,2.2765041e-08
100068,1.4984821e-05,1.835891e-05,0.9999666,3.7976705e-11
100069,0.9999759,1.8788154e-06,2.010289e-05,2.10307e-06
100070,0.99959475,0.00040522713,1.5915289e-09,4.3770676e-10
100071,5.317386e-16,6.518052e-17,5.4535886e-15,1.0
100072,0.9999999,7.597725e-08,6.36647e-12,5.6746646e-11
100073,1.5745528e-06,1.0971508e-10,8.341729e-06,0.9999901
100074,0.99830437,0.0016956627,2.4809393e-10,2.2350813e-12
